date,BERT,DEEPSEEK,LLAMA
2022-08-31,-0.1203689972445714,-0.1750992622101209,-0.1467162882366142
2022-09-30,-0.1377132930976868,-0.1767705731344254,-0.1676481902155434
2022-10-31,-0.136498621783383,-0.1609694515479494,-0.1584997319758048
2022-11-30,-0.1268330942080269,-0.1160123731642772,-0.1321034636038525
2022-12-31,-0.0928865799866799,-0.069573810342626,-0.0734740657787169
2023-01-31,-0.0582039543505991,-0.0199696436759593,-0.0095185116587518
2023-02-28,-0.040675129398547,0.0028776835738013,0.0294484915126234
2023-03-31,-0.0163830275740932,0.0310791285442521,0.0468665824573965
2023-04-30,-0.0245237132466895,0.0445907733768577,0.0768689793467668
2023-05-31,0.0106317362807113,0.0863550651116982,0.1240672571025772
2023-06-30,0.0215841198749006,0.0997948405858867,0.1561166141519342
2023-07-31,0.0523050462553449,0.1008286502987357,0.1618799526723024
2023-08-31,0.0544662597477344,0.0956254775919788,0.1169865744455908
2023-09-30,0.0549574166482708,0.1259634772264886,0.1332352715479464
2023-10-31,0.0622540468672034,0.1268621188147854,0.1553438758509997
2023-11-30,0.0482692465655509,0.1318666614316119,0.2007052645367852
2023-12-31,0.0718679858820981,0.1293996124000992,0.2107601720423819
2024-01-31,0.0534472389990066,0.130333134935136,0.1876392628291585
2024-02-29,0.0699825317562804,0.1205049148597828,0.1857181984389605
2024-03-31,0.0795543488112989,0.1061963264797813,0.1667451678938656
2024-04-30,0.1037418523736353,0.1318630723193865,0.2002669831494359
2024-05-31,0.1173463670747537,0.1320824931068552,0.1767560137525285
2024-06-30,0.1030262956485737,0.1379131646672163,0.17021759583418
2024-07-31,0.1176360482673986,0.1188353494545976,0.1279985532498088
2024-08-31,0.1058521755847953,0.0994072589012044,0.104684892402577
2024-09-30,0.0896487343062242,0.0743149455193638,0.0818856628716841
2024-10-31,0.0772381104115198,0.0472795000247588,0.0820084558235203
2024-11-30,0.0713641355484405,0.0282638799270491,0.0933548292554161
2024-12-31,0.0848292100288056,-0.0365975948267187,0.0851693227517678
